COIN	COIN_ABR	DATE	OPEN	HIGH	LOW	CLOSE
ripple	XRP	2017-05-17	0.355124	0.43517	0.326358	0.394132
bitcoin	BTC	2017-05-18	1818.7	1904.48	1807.12	1888.65
ethereum	ETH	2017-05-18	89.84	97.37	89.84	96.91
litecoin	LTC	2017-05-18	25.17	29.01	25.12	28.36
ripple	XRP	2017-05-18	0.394931	0.408012	0.331116	0.364869
bitcoin	BTC	2017-05-19	1897.37	2004.52	1890.25	1987.71
ethereum	ETH	2017-05-19	97.05	133.56	97.05	129.53
litecoin	LTC	2017-05-19	28.29	28.41	26.78	27.7
ripple	XRP	2017-05-19	0.363505	0.363505	0.300794	0.327801
bitcoin	BTC	2017-05-20	1984.24	2084.73	1974.92	2084.73
ethereum	ETH	2017-05-20	129.22	133.64	124.7	126.52
litecoin	LTC	2017-05-20	27.68	28.16	27.2	27.51
ripple	XRP	2017-05-20	0.328631	0.370361	0.303941	0.351634
bitcoin	BTC	2017-05-21	2067.03	2119.08	2037.5	2041.2
ethereum	ETH	2017-05-21	127.54	159.03	125.89	157.94
litecoin	LTC	2017-05-21	27.48	28.74	25.73	26.3
ripple	XRP	2017-05-21	0.353164	0.367636	0.332222	0.336201
bitcoin	BTC	2017-05-22	2043.19	2303.9	2017.87	2173.4
ethereum	ETH	2017-05-22	158.17	201.75	152.47	174.26
litecoin	LTC	2017-05-22	26.14	27.5	23.27	25.38
ripple	XRP	2017-05-22	0.338403	0.345412	0.270091	0.317954
bitcoin	BTC	2017-05-23	2191.56	2320.82	2178.5	2320.42
ethereum	ETH	2017-05-23	170.82	183.55	169.93	181.95
litecoin	LTC	2017-05-23	25.3	32.11	24.93	32.11
ripple	XRP	2017-05-23	0.313347	0.354014	0.291893	0.323368
bitcoin	BTC	2017-05-24	2321.37	2523.72	2321.37	2443.64
ethereum	ETH	2017-05-24	182.65	228.37	182.45	190.05
litecoin	LTC	2017-05-24	32.12	35.16	31.71	34.45
ripple	XRP	2017-05-24	0.325054	0.357358	0.293009	0.29589
bitcoin	BTC	2017-05-25	2446.24	2763.71	2285.3	2304.98
ethereum	ETH	2017-05-25	189.85	210.98	170.51	174.45
litecoin	LTC	2017-05-25	34.47	36.21	28.87	29.9
ripple	XRP	2017-05-25	0.291834	0.303467	0.238308	0.246065
bitcoin	BTC	2017-05-26	2320.89	2573.79	2071.99	2202.42
ethereum	ETH	2017-05-26	175.22	193.69	150.28	160.4
litecoin	LTC	2017-05-26	30.33	31.32	22.56	23.75
ripple	XRP	2017-05-26	0.245083	0.327812	0.245083	0.271808
bitcoin	BTC	2017-05-27	2196.27	2260.2	1855.83	2038.87
ethereum	ETH	2017-05-27	159.82	166.95	120.44	157.76
litecoin	LTC	2017-05-27	23.4	25.43	20.1	23.74
ripple	XRP	2017-05-27	0.272697	0.283363	0.162345	0.212549
bitcoin	BTC	2017-05-28	2054.08	2267.34	2054.08	2155.8
ethereum	ETH	2017-05-28	158.82	179.94	157.6	170.51
litecoin	LTC	2017-05-28	24.01	26.07	22.11	24.22
ripple	XRP	2017-05-28	0.212887	0.242395	0.204652	0.229554
bitcoin	BTC	2017-05-29	2159.43	2307.05	2107.17	2255.61
ethereum	ETH	2017-05-29	170.13	197.13	164.53	194.91
litecoin	LTC	2017-05-29	24.32	25.69	23.28	25.21
ripple	XRP	2017-05-29	0.227189	0.24282	0.214777	0.23207
bitcoin	BTC	2017-05-30	2255.36	2301.96	2124.57	2175.47
ethereum	ETH	2017-05-30	195.61	233.71	189.29	231.91
litecoin	LTC	2017-05-30	25.32	26.13	24.03	24.14
ripple	XRP	2017-05-30	0.232191	0.237367	0.205324	0.205324
bitcoin	BTC	2017-05-31	2187.19	2311.08	2145.57	2286.41
ethereum	ETH	2017-05-31	231.58	236.97	215.57	230.67
litecoin	LTC	2017-05-31	24.29	25.57	23.18	25.3
ripple	XRP	2017-05-31	0.20536	0.247677	0.193839	0.24659
bitcoin	BTC	2017-06-01	2288.33	2448.39	2288.33	2407.88
ethereum	ETH	2017-06-01	230.89	236.22	214.48	222.24
litecoin	LTC	2017-06-01	25.34	29.62	25.3	28.8
ripple	XRP	2017-06-01	0.243946	0.336797	0.243946	0.333657
bitcoin	BTC	2017-06-02	2404.03	2488.55	2373.32	2488.55
ethereum	ETH	2017-06-02	222.29	229.41	219.58	223.78
litecoin	LTC	2017-06-02	28.9	29.89	27.74	28.94
ripple	XRP	2017-06-02	0.333645	0.335809	0.29071	0.303448
bitcoin	BTC	2017-06-03	2493.72	2581.91	2423.57	2515.35
ethereum	ETH	2017-06-03	223.46	225.97	219.42	224.38
litecoin	LTC	2017-06-03	29.04	29.17	26.63	27.66
ripple	XRP	2017-06-03	0.30046	0.310863	0.277563	0.29458
bitcoin	BTC	2017-06-04	2547.79	2585.89	2452.54	2511.81
ethereum	ETH	2017-06-04	224.12	250.41	223.98	245.33
litecoin	LTC	2017-06-04	27.65	27.94	26.95	27.94
ripple	XRP	2017-06-04	0.298386	0.313944	0.277185	0.299413
bitcoin	BTC	2017-06-05	2512.4	2686.81	2510.22	2686.81
ethereum	ETH	2017-06-05	245.26	249.47	243.05	248.46
litecoin	LTC	2017-06-05	28.09	30.99	28.09	30.84
ripple	XRP	2017-06-05	0.299862	0.302394	0.2846	0.294003
bitcoin	BTC	2017-06-06	2690.84	2999.91	2690.84	2863.2
ethereum	ETH	2017-06-06	248.6	267.51	246.84	264.47
litecoin	LTC	2017-06-06	30.84	31.33	29.26	30.55
ripple	XRP	2017-06-06	0.294028	0.294537	0.276248	0.284548
bitcoin	BTC	2017-06-07	2869.38	2869.38	2700.56	2732.16
ethereum	ETH	2017-06-07	264.26	264.67	254.04	258.07
litecoin	LTC	2017-06-07	30.57	30.68	28.37	28.39
ripple	XRP	2017-06-07	0.284677	0.298379	0.278874	0.279783
bitcoin	BTC	2017-06-08	2720.49	2815.3	2670.95	2805.62
ethereum	ETH	2017-06-08	257.99	262.25	253.97	261.67
litecoin	LTC	2017-06-08	28.38	30.34	27.88	30.21
ripple	XRP	2017-06-08	0.280902	0.29857	0.276441	0.289678
bitcoin	BTC	2017-06-09	2807.44	2901.71	2795.62	2823.81
ethereum	ETH	2017-06-09	261.75	282.76	261.75	281.74
litecoin	LTC	2017-06-09	30.19	30.59	29.62	29.68
ripple	XRP	2017-06-09	0.289695	0.299493	0.285884	0.286019
bitcoin	BTC	2017-06-10	2828.14	2950.99	2746.55	2947.71
ethereum	ETH	2017-06-10	282.01	350.26	282.01	337.67
litecoin	LTC	2017-06-10	29.68	30.59	29.66	30.44
ripple	XRP	2017-06-10	0.285806	0.288991	0.257879	0.260874
bitcoin	BTC	2017-06-11	2942.41	2996.6	2840.53	2958.11
ethereum	ETH	2017-06-11	338.79	353.01	318.17	340.61
litecoin	LTC	2017-06-11	30.5	33.56	30.16	33.22
ripple	XRP	2017-06-11	0.259445	0.277735	0.259113	0.272759
bitcoin	BTC	2017-06-12	2953.22	2997.26	2518.56	2659.63
ethereum	ETH	2017-06-12	341.16	414.76	341.16	401.49
litecoin	LTC	2017-06-12	33.23	33.23	27.8	29.5
ripple	XRP	2017-06-12	0.273075	0.28329	0.247476	0.253964
bitcoin	BTC	2017-06-13	2680.91	2789.04	2650.38	2717.02
ethereum	ETH	2017-06-13	395.69	411.18	370.06	397.54
litecoin	LTC	2017-06-13	29.49	30.64	29.33	30.64
ripple	XRP	2017-06-13	0.253823	0.274659	0.2522	0.266153
bitcoin	BTC	2017-06-14	2716.88	2786.83	2412.94	2506.37
ethereum	ETH	2017-06-14	397.59	399.32	342.21	359.05
litecoin	LTC	2017-06-14	30.74	32.06	29.32	30.22
ripple	XRP	2017-06-14	0.265823	0.307854	0.263202	0.278447
bitcoin	BTC	2017-06-15	2499.58	2534.71	2212.96	2464.58
ethereum	ETH	2017-06-15	358.51	364.44	300.7	361.93
litecoin	LTC	2017-06-15	30.22	30.37	27.31	30.22
ripple	XRP	2017-06-15	0.278196	0.278923	0.240868	0.259266
bitcoin	BTC	2017-06-16	2469.57	2539.92	2385.15	2518.56
ethereum	ETH	2017-06-16	361.18	373.06	341.42	370.23
litecoin	LTC	2017-06-16	30.28	35.7	29.55	35.7
ripple	XRP	2017-06-16	0.259473	0.266211	0.252408	0.262068
bitcoin	BTC	2017-06-17	2514.01	2685.19	2484.96	2655.88
ethereum	ETH	2017-06-17	369.88	379.41	364	379.41
litecoin	LTC	2017-06-17	36.18	49.3	36.18	47.65
ripple	XRP	2017-06-17	0.262358	0.270717	0.258105	0.268351
bitcoin	BTC	2017-06-18	2655.35	2662.1	2516.33	2548.29
ethereum	ETH	2017-06-18	379.52	390.58	368.84	371.46
litecoin	LTC	2017-06-18	47.44	47.44	42.43	46.04
ripple	XRP	2017-06-18	0.268085	0.289468	0.265078	0.2846
bitcoin	BTC	2017-06-19	2549.03	2662.85	2549.03	2589.6
ethereum	ETH	2017-06-19	371.86	377.12	369.76	370.06
litecoin	LTC	2017-06-19	46.16	53.55	44.99	50.32
ripple	XRP	2017-06-19	0.283977	0.296068	0.280233	0.296068
bitcoin	BTC	2017-06-20	2591.26	2763.45	2589.82	2721.79
ethereum	ETH	2017-06-20	370.33	377.97	350.94	359
litecoin	LTC	2017-06-20	50.41	51.47	45.75	47.22
ripple	XRP	2017-06-20	0.292194	0.339533	0.290147	0.324427
bitcoin	BTC	2017-06-21	2709.43	2772.01	2660.4	2689.1
ethereum	ETH	2017-06-21	359.54	361.34	319.48	336.87
litecoin	LTC	2017-06-21	47.3	49.73	44.22	47.79
ripple	XRP	2017-06-21	0.324623	0.32776	0.283614	0.296366
bitcoin	BTC	2017-06-22	2691.03	2723.74	2642.36	2705.41
ethereum	ETH	2017-06-22	337.73	342.03	330.62	336.37
litecoin	LTC	2017-06-22	47.72	48.85	45.87	47.71
ripple	XRP	2017-06-22	0.299886	0.305852	0.291519	0.297848
bitcoin	BTC	2017-06-23	2707.34	2765.17	2706.37	2744.91
ethereum	ETH	2017-06-23	336.49	348.01	334.99	341.74
litecoin	LTC	2017-06-23	47.75	48.42	47.27	47.34
ripple	XRP	2017-06-23	0.297718	0.320751	0.295551	0.319978
bitcoin	BTC	2017-06-24	2738.52	2757.94	2583.19	2608.72
ethereum	ETH	2017-06-24	341.63	343.62	322.09	323.7
litecoin	LTC	2017-06-24	47.25	47.44	44.01	44.49
ripple	XRP	2017-06-24	0.319188	0.327117	0.306487	0.31111
bitcoin	BTC	2017-06-25	2607.25	2682.26	2552.12	2589.41
ethereum	ETH	2017-06-25	323.47	332.79	284.65	303.25
litecoin	LTC	2017-06-25	44.49	46.22	43.05	43.92
ripple	XRP	2017-06-25	0.310816	0.311157	0.289148	0.298423
bitcoin	BTC	2017-06-26	2590.57	2615.25	2376.29	2478.45
ethereum	ETH	2017-06-26	302.95	311.46	238.65	272.69
litecoin	LTC	2017-06-26	44.04	44.35	37.55	41.13
ripple	XRP	2017-06-26	0.29877	0.30198	0.260819	0.277288
bitcoin	BTC	2017-06-27	2478.45	2552.45	2332.99	2552.45
ethereum	ETH	2017-06-27	272.69	293.09	227.14	293.09
litecoin	LTC	2017-06-27	41.13	41.39	36.2	40.54
ripple	XRP	2017-06-27	0.277288	0.27881	0.251052	0.276306
bitcoin	BTC	2017-06-28	2553.03	2603.98	2484.42	2574.79
ethereum	ETH	2017-06-28	293.04	333.1	276.41	327.93
litecoin	LTC	2017-06-28	40.82	43.61	39.18	42.85
ripple	XRP	2017-06-28	0.275391	0.28149	0.26784	0.280455
bitcoin	BTC	2017-06-29	2567.56	2588.83	2510.48	2539.32
ethereum	ETH	2017-06-29	328.37	330.71	297.37	302.88
litecoin	LTC	2017-06-29	42.83	42.83	40.35	41.07
ripple	XRP	2017-06-29	0.280565	0.280873	0.264175	0.265421
bitcoin	BTC	2017-06-30	2539.24	2559.25	2478.43	2480.84
ethereum	ETH	2017-06-30	303.15	315.17	288.44	294.92
litecoin	LTC	2017-06-30	41.04	41.75	40.17	40.35
ripple	XRP	2017-06-30	0.26606	0.26916	0.262242	0.26293
bitcoin	BTC	2017-07-01	2492.6	2515.27	2419.23	2434.55
ethereum	ETH	2017-07-01	293.35	293.75	268.62	274.6
litecoin	LTC	2017-07-01	40.4	40.58	38.47	38.99
ripple	XRP	2017-07-01	0.262855	0.263053	0.252966	0.254744
bitcoin	BTC	2017-07-02	2436.4	2514.28	2394.84	2506.47
ethereum	ETH	2017-07-02	275.12	295.51	262.52	287.99
litecoin	LTC	2017-07-02	38.95	43.27	37.8	41.57
ripple	XRP	2017-07-02	0.254512	0.259951	0.250944	0.259449
bitcoin	BTC	2017-07-03	2498.56	2595	2480.47	2564.06
ethereum	ETH	2017-07-03	288.41	291.1	281.18	282.9
litecoin	LTC	2017-07-03	41.48	48.4	40.97	46.43
ripple	XRP	2017-07-03	0.258977	0.262354	0.255666	0.259959
bitcoin	BTC	2017-07-04	2561	2631.59	2559.35	2601.64
ethereum	ETH	2017-07-04	282.19	287.39	273.11	273.3
litecoin	LTC	2017-07-04	46.56	55.42	46.56	55.33
ripple	XRP	2017-07-04	0.259841	0.262258	0.254387	0.254709
bitcoin	BTC	2017-07-05	2602.87	2622.65	2538.55	2601.99
ethereum	ETH	2017-07-05	273.1	275.13	261.45	268.77
litecoin	LTC	2017-07-05	55.27	56.03	50.6	53.19
ripple	XRP	2017-07-05	0.255125	0.261713	0.254275	0.256523
bitcoin	BTC	2017-07-06	2608.1	2616.72	2581.69	2608.56
ethereum	ETH	2017-07-06	268.86	278.48	265.51	270.55
litecoin	LTC	2017-07-06	53.2	53.2	50.12	51.13
ripple	XRP	2017-07-06	0.256374	0.257148	0.253303	0.254641
bitcoin	BTC	2017-07-07	2608.59	2916.14	2498.87	2518.66
ethereum	ETH	2017-07-07	270.35	273.94	244.17	245.99
litecoin	LTC	2017-07-07	51.1	51.14	45.63	46.58
ripple	XRP	2017-07-07	0.254858	0.255431	0.238892	0.23948
bitcoin	BTC	2017-07-08	2520.27	2571.34	2492.31	2571.34
ethereum	ETH	2017-07-08	245.89	273.48	236.55	251.7
litecoin	LTC	2017-07-08	46.64	52.75	44.67	52.14
ripple	XRP	2017-07-08	0.239741	0.239741	0.221769	0.236134
bitcoin	BTC	2017-07-09	2572.61	2635.49	2517.59	2518.44
ethereum	ETH	2017-07-09	251.82	255.1	242.14	242.14
litecoin	LTC	2017-07-09	52.36	53.31	49.53	49.58
ripple	XRP	2017-07-09	0.236884	0.248501	0.233416	0.233416
bitcoin	BTC	2017-07-10	2525.25	2537.16	2321.13	2372.56
ethereum	ETH	2017-07-10	243.01	243.07	196.97	215.36
litecoin	LTC	2017-07-10	49.91	50.53	44.74	46.58
ripple	XRP	2017-07-10	0.234067	0.234067	0.185418	0.203165
bitcoin	BTC	2017-07-11	2385.89	2413.47	2296.81	2337.79
ethereum	ETH	2017-07-11	211.53	220.29	183.39	197.4
litecoin	LTC	2017-07-11	46.27	47.39	43.65	45.33
ripple	XRP	2017-07-11	0.196415	0.20332	0.168265	0.185019
bitcoin	BTC	2017-07-12	2332.77	2423.71	2275.14	2398.84
ethereum	ETH	2017-07-12	197.15	230.77	189.59	230.77
litecoin	LTC	2017-07-12	45.26	49.07	44.07	48.75
ripple	XRP	2017-07-12	0.184198	0.205898	0.177162	0.205354
bitcoin	BTC	2017-07-13	2402.7	2425.22	2340.83	2357.9
ethereum	ETH	2017-07-13	231.81	231.81	200.06	209.73
litecoin	LTC	2017-07-13	48.72	49.05	45.39	46.33
ripple	XRP	2017-07-13	0.205873	0.230452	0.193357	0.200809
bitcoin	BTC	2017-07-14	2360.59	2363.25	2183.22	2233.34
ethereum	ETH	2017-07-14	209.53	211.1	187.37	199.66
litecoin	LTC	2017-07-14	46.36	46.48	40.8	42.8
ripple	XRP	2017-07-14	0.200819	0.201156	0.183369	0.190769
bitcoin	BTC	2017-07-15	2230.12	2231.14	1990.41	1998.86
ethereum	ETH	2017-07-15	199.71	200.16	170.66	170.66
litecoin	LTC	2017-07-15	42.81	42.81	37.78	38.92
ripple	XRP	2017-07-15	0.190976	0.191167	0.167118	0.170589
bitcoin	BTC	2017-07-16	1991.98	2058.77	1843.03	1929.82
ethereum	ETH	2017-07-16	169.57	172.01	133.72	157.36
litecoin	LTC	2017-07-16	38.92	41.97	36.38	40.91
ripple	XRP	2017-07-16	0.16948	0.172575	0.11977	0.148056
bitcoin	BTC	2017-07-17	1932.62	2230.49	1932.62	2228.41
ethereum	ETH	2017-07-17	159.99	194.75	158.04	193.42
litecoin	LTC	2017-07-17	41.19	43.07	40.17	42.67
ripple	XRP	2017-07-17	0.150146	0.179604	0.141425	0.177889
bitcoin	BTC	2017-07-18	2233.52	2387.61	2164.77	2318.88
ethereum	ETH	2017-07-18	195.03	267.99	182.06	234.39
litecoin	LTC	2017-07-18	42.62	45.33	41.47	44.3
ripple	XRP	2017-07-18	0.179668	0.195807	0.165966	0.188718
bitcoin	BTC	2017-07-19	2323.08	2397.17	2260.23	2273.43
ethereum	ETH	2017-07-19	234.94	245.65	191.75	199.7
litecoin	LTC	2017-07-19	44.35	44.42	40.56	40.86
ripple	XRP	2017-07-19	0.188498	0.188533	0.158188	0.168388
bitcoin	BTC	2017-07-20	2269.89	2900.7	2269.89	2817.6
ethereum	ETH	2017-07-20	205.42	233.9	203.22	227.26
litecoin	LTC	2017-07-20	40.96	45.45	40.96	45.02
ripple	XRP	2017-07-20	0.170017	0.192918	0.167718	0.188295
bitcoin	BTC	2017-07-21	2838.41	2838.41	2621.85	2667.76
ethereum	ETH	2017-07-21	226.06	235.12	213.01	218.31
litecoin	LTC	2017-07-21	45.07	47.45	44.52	45.76
ripple	XRP	2017-07-21	0.18943	0.190708	0.181098	0.182608
bitcoin	BTC	2017-07-22	2668.63	2862.42	2657.71	2810.12
ethereum	ETH	2017-07-22	217.86	232.7	216.87	229.48
litecoin	LTC	2017-07-22	45.77	46.8	45.45	46.56
ripple	XRP	2017-07-22	0.182168	0.195009	0.181447	0.19332
bitcoin	BTC	2017-07-23	2808.1	2832.18	2653.94	2730.4
ethereum	ETH	2017-07-23	229.12	231.68	217.72	225.95
litecoin	LTC	2017-07-23	46.63	46.64	42.94	44.06
ripple	XRP	2017-07-23	0.193568	0.204121	0.188722	0.195058
bitcoin	BTC	2017-07-24	2732.7	2777.26	2699.19	2754.86
ethereum	ETH	2017-07-24	226.28	227.54	222.45	224.71
litecoin	LTC	2017-07-24	44.16	44.81	43.29	44.41
ripple	XRP	2017-07-24	0.194979	0.195279	0.189835	0.192002
bitcoin	BTC	2017-07-25	2757.5	2768.08	2480.96	2576.48
ethereum	ETH	2017-07-25	224.37	225.32	195.84	206.71
litecoin	LTC	2017-07-25	44.48	44.79	41.07	42.24
ripple	XRP	2017-07-25	0.19228	0.192734	0.169797	0.178104
bitcoin	BTC	2017-07-26	2577.77	2610.76	2450.8	2529.45
ethereum	ETH	2017-07-26	207.09	210.77	194.78	203.95
litecoin	LTC	2017-07-26	42.29	42.7	40.63	42.23
ripple	XRP	2017-07-26	0.177582	0.180872	0.16906	0.173822
bitcoin	BTC	2017-07-27	2538.71	2693.32	2529.34	2671.78
ethereum	ETH	2017-07-27	204.86	206.44	201.26	204.32
litecoin	LTC	2017-07-27	42.35	42.62	41.39	42.14
ripple	XRP	2017-07-27	0.17521	0.176602	0.17198	0.173457
bitcoin	BTC	2017-07-28	2679.73	2897.45	2679.73	2809.01
ethereum	ETH	2017-07-28	204.32	204.9	192.3	193.12
litecoin	LTC	2017-07-28	42.22	42.47	35.94	40.61
ripple	XRP	2017-07-28	0.173211	0.174078	0.162183	0.165937
bitcoin	BTC	2017-07-29	2807.02	2808.76	2692.8	2726.45
ethereum	ETH	2017-07-29	193.34	208.68	179.65	205.79
litecoin	LTC	2017-07-29	40.56	41.34	38.74	41.12
ripple	XRP	2017-07-29	0.165218	0.171566	0.155475	0.169871
bitcoin	BTC	2017-07-30	2724.39	2758.53	2644.85	2757.18
ethereum	ETH	2017-07-30	206.74	208.54	196.15	197.98
litecoin	LTC	2017-07-30	41.18	41.82	40.06	40.42
ripple	XRP	2017-07-30	0.169494	0.170411	0.164094	0.165082
bitcoin	BTC	2017-07-31	2763.24	2889.62	2720.61	2875.34
ethereum	ETH	2017-07-31	197.41	203.87	193.41	203.87
litecoin	LTC	2017-07-31	40.34	44.03	38.95	43.02
ripple	XRP	2017-07-31	0.16505	0.169535	0.162002	0.167386
bitcoin	BTC	2017-08-01	2871.3	2921.35	2685.61	2718.26
ethereum	ETH	2017-08-01	204.69	227.74	204.69	226.77
litecoin	LTC	2017-08-01	43.02	43.77	41.09	43.04
ripple	XRP	2017-08-01	0.168024	0.178332	0.166124	0.177053
bitcoin	BTC	2017-08-02	2727.13	2762.53	2668.59	2710.67
ethereum	ETH	2017-08-02	227.01	229.51	218.12	219.95
litecoin	LTC	2017-08-02	43.07	43.21	42.07	42.13
ripple	XRP	2017-08-02	0.177531	0.179655	0.171618	0.173113
bitcoin	BTC	2017-08-03	2709.56	2813.31	2685.14	2804.73
ethereum	ETH	2017-08-03	220.18	228.29	219.89	225.34
litecoin	LTC	2017-08-03	42.19	43.17	42.13	42.86
ripple	XRP	2017-08-03	0.173218	0.175969	0.17173	0.174612
bitcoin	BTC	2017-08-04	2806.93	2899.33	2743.72	2895.89
ethereum	ETH	2017-08-04	225.31	227.62	222.06	223.07
litecoin	LTC	2017-08-04	42.89	43.71	42.82	43.45
ripple	XRP	2017-08-04	0.174555	0.176053	0.172224	0.173743
bitcoin	BTC	2017-08-05	2897.63	3290.01	2874.83	3252.91
ethereum	ETH	2017-08-05	222.85	256.51	221.95	256.51
litecoin	LTC	2017-08-05	43.49	46.92	43.48	46.86
ripple	XRP	2017-08-05	0.173865	0.187844	0.173267	0.184737
bitcoin	BTC	2017-08-06	3257.61	3293.29	3155.6	3213.94
ethereum	ETH	2017-08-06	256.42	271.05	252.85	261.57
litecoin	LTC	2017-08-06	46.84	47.3	45.1	45.1
ripple	XRP	2017-08-06	0.185398	0.189486	0.180298	0.180444
bitcoin	BTC	2017-08-07	3212.78	3397.68	3180.89	3378.94
ethereum	ETH	2017-08-07	261.24	271.96	256.69	269.18
litecoin	LTC	2017-08-07	45.17	46.48	45.12	45.8
ripple	XRP	2017-08-07	0.179716	0.181847	0.177605	0.179021
bitcoin	BTC	2017-08-08	3370.22	3484.85	3345.83	3419.94
ethereum	ETH	2017-08-08	269.1	298.91	266.8	296.77
litecoin	LTC	2017-08-08	45.9	49.37	45.79	48.63
ripple	XRP	2017-08-08	0.179602	0.194391	0.178487	0.192586
bitcoin	BTC	2017-08-09	3420.4	3422.76	3247.67	3342.47
ethereum	ETH	2017-08-09	297.63	318.72	276.69	296.03
litecoin	LTC	2017-08-09	48.59	50.23	47.16	48.01
ripple	XRP	2017-08-09	0.192527	0.192914	0.180629	0.182947
bitcoin	BTC	2017-08-10	3341.84	3453.45	3319.47	3381.28
ethereum	ETH	2017-08-10	296.96	306.59	289.93	295.89
litecoin	LTC	2017-08-10	48.05	48.51	46.5	46.5
ripple	XRP	2017-08-10	0.183168	0.1835	0.180013	0.180399
bitcoin	BTC	2017-08-11	3373.82	3679.72	3372.12	3650.62
ethereum	ETH	2017-08-11	294.5	309.21	294.5	308.86
litecoin	LTC	2017-08-11	46.4	47.33	46.4	47.1
ripple	XRP	2017-08-11	0.180175	0.182631	0.177627	0.179307
bitcoin	BTC	2017-08-12	3650.63	3949.92	3613.7	3884.71
ethereum	ETH	2017-08-12	308.71	317.56	307.9	310.6
litecoin	LTC	2017-08-12	47.05	47.62	46.29	46.43
ripple	XRP	2017-08-12	0.179221	0.182599	0.173242	0.173853
bitcoin	BTC	2017-08-13	3880.04	4208.39	3857.8	4073.26
ethereum	ETH	2017-08-13	310.37	310.82	289.31	298.06
litecoin	LTC	2017-08-13	46.57	48.07	44.33	45.81
ripple	XRP	2017-08-13	0.173545	0.174147	0.162625	0.168092
bitcoin	BTC	2017-08-14	4066.1	4325.13	3989.16	4325.13
ethereum	ETH	2017-08-14	298.03	306.81	296.41	300.1
litecoin	LTC	2017-08-14	45.83	46.51	45.43	45.8
ripple	XRP	2017-08-14	0.168376	0.180054	0.165289	0.169991
bitcoin	BTC	2017-08-15	4326.99	4455.97	3906.18	4181.93
ethereum	ETH	2017-08-15	299.95	300.41	279.33	289.82
litecoin	LTC	2017-08-15	45.81	45.84	42.29	43.31
ripple	XRP	2017-08-15	0.16979	0.16979	0.158244	0.161221
bitcoin	BTC	2017-08-16	4200.34	4381.23	3994.42	4376.63
ethereum	ETH	2017-08-16	289.82	303.41	285.38	302.27
litecoin	LTC	2017-08-16	43.37	45.06	42.57	44.15
ripple	XRP	2017-08-16	0.161238	0.161726	0.153087	0.160431
bitcoin	BTC	2017-08-17	4384.44	4484.7	4243.71	4331.69
ethereum	ETH	2017-08-17	302.81	311.03	300.25	301.46
litecoin	LTC	2017-08-17	44.18	44.83	43.78	43.91
ripple	XRP	2017-08-17	0.160787	0.161001	0.155909	0.157498
bitcoin	BTC	2017-08-18	4324.34	4370.13	4015.4	4160.62
ethereum	ETH	2017-08-18	301.7	307.96	292.5	295.59
litecoin	LTC	2017-08-18	43.9	47.86	43.59	47.28
ripple	XRP	2017-08-18	0.157117	0.168716	0.154162	0.158883
bitcoin	BTC	2017-08-19	4137.75	4243.26	3970.55	4193.7
ethereum	ETH	2017-08-19	296.18	301.67	286.18	297.47
litecoin	LTC	2017-08-19	47.05	47.08	43.78	45.48
ripple	XRP	2017-08-19	0.159553	0.162348	0.152305	0.155057
bitcoin	BTC	2017-08-20	4189.31	4196.29	4069.88	4087.66
ethereum	ETH	2017-08-20	296.64	301.43	291.58	301.43
litecoin	LTC	2017-08-20	45.38	47.55	44.75	46.23
ripple	XRP	2017-08-20	0.154569	0.161205	0.153432	0.158735
bitcoin	BTC	2017-08-21	4090.48	4109.14	3988.6	4001.74
ethereum	ETH	2017-08-21	300.48	347.05	297.23	321.59
litecoin	LTC	2017-08-21	46.19	48.75	45.62	47.94
ripple	XRP	2017-08-21	0.15841	0.205684	0.154856	0.191918
bitcoin	BTC	2017-08-22	3998.35	4128.76	3674.58	4100.52
ethereum	ETH	2017-08-22	321.06	327.36	297.91	314.79
litecoin	LTC	2017-08-22	47.9	47.9	45.48	46.73
ripple	XRP	2017-08-22	0.194971	0.254659	0.171483	0.239286
bitcoin	BTC	2017-08-23	4089.01	4255.78	4078.41	4151.52
ethereum	ETH	2017-08-23	315.27	324.21	314.54	317.52
litecoin	LTC	2017-08-23	46.71	54.78	46.48	53.25
ripple	XRP	2017-08-23	0.240987	0.297662	0.219992	0.246827
bitcoin	BTC	2017-08-24	4137.6	4376.39	4130.26	4334.68
ethereum	ETH	2017-08-24	317.45	327.96	317.08	325.61
litecoin	LTC	2017-08-24	52.82	53.28	50.19	50.19
ripple	XRP	2017-08-24	0.252371	0.288783	0.212543	0.218958
bitcoin	BTC	2017-08-25	4332.82	4455.7	4307.35	4371.6
ethereum	ETH	2017-08-25	326.11	336.4	325.8	331.92
litecoin	LTC	2017-08-25	50.17	52.13	49.84	51.18
ripple	XRP	2017-08-25	0.2172	0.232184	0.203022	0.217828
bitcoin	BTC	2017-08-26	4372.06	4379.28	4269.52	4352.4
ethereum	ETH	2017-08-26	331.99	334.99	327.92	333.88
litecoin	LTC	2017-08-26	51.17	52.26	50.45	51.75
ripple	XRP	2017-08-26	0.218256	0.229086	0.210324	0.212577
bitcoin	BTC	2017-08-27	4345.1	4416.59	4317.29	4382.88
ethereum	ETH	2017-08-27	334.36	347.89	334.36	347.89
litecoin	LTC	2017-08-27	51.8	64.44	51.64	61.16
ripple	XRP	2017-08-27	0.212617	0.212617	0.197717	0.202995
bitcoin	BTC	2017-08-28	4384.45	4403.93	4224.64	4382.66
